"filename", "language", "JavaScript", "CSS", "JSON", "Markdown", "wxml", "Less", "comment", "blank", "total"
"c:\Users\19332\Desktop\呼吸之友\miniprogram\styles\colorui\components\cu-custom.js", "JavaScript", 42, 0, 0, 0, 0, 0, 12, 0, 54
"c:\Users\19332\Desktop\呼吸之友\miniprogram\styles\colorui\components\cu-custom.json", "JSON", 0, 0, 4, 0, 0, 0, 0, 0, 4
"c:\Users\19332\Desktop\呼吸之友\miniprogram\styles\colorui\components\cu-custom.wxml", "wxml", 0, 0, 0, 0, 16, 0, 0, 0, 16
"c:\Users\19332\Desktop\呼吸之友\miniprogram\styles\colorui\components\cu-custom.wxss", "CSS", 0, 0, 0, 0, 0, 0, 1, 0, 1
"c:\Users\19332\Desktop\呼吸之友\miniprogram\styles\colorui\icon.wxss", "CSS", 0, 921, 0, 0, 0, 0, 4, 302, 1227
"c:\Users\19332\Desktop\呼吸之友\miniprogram\styles\colorui\main.wxss", "CSS", 0, 3201, 0, 0, 0, 0, 86, 655, 3942
"c:\Users\19332\Desktop\呼吸之友\miniprogram\styles\iconfont.wxss", "CSS", 0, 25, 0, 0, 0, 0, 0, 6, 31
"c:\Users\19332\Desktop\呼吸之友\miniprogram\styles\weui.wxss", "CSS", 0, 1040, 0, 0, 0, 0, 0, 1, 1041
"c:\Users\19332\Desktop\呼吸之友\miniprogram\utils\getCurrentTime.js", "JavaScript", 40, 0, 0, 0, 0, 0, 8, 3, 51
"c:\Users\19332\Desktop\呼吸之友\project.config.json", "JSON", 0, 0, 69, 0, 0, 0, 0, 0, 69
"c:\Users\19332\Desktop\呼吸之友\project.private.config.json", "JSON", 0, 0, 102, 0, 0, 0, 0, 0, 102
"Total", "-", 3251, 6773, 545, 7, 914, 349, 1106, 1809, 14754
